0;1.327;0
1;1.338;0
2;1.350;0
3;1.361;0
4;1.373;0
5;1.384;0
6;1.395;0
7;1.406;0
8;1.417;0
9;1.428;0
10;1.439;0
11;1.449;0
12;1.460;0
13;1.470;0
14;1.481;0
15;1.491;0
16;1.501;0
17;1.511;0
18;1.521;0
19;1.531;0
20;1.541;0
21;1.551;0
22;1.560;0
23;1.570;0
24;1.579;0
25;1.588;0
26;1.598;0
27;1.607;0
28;1.616;0
29;1.625;0
30;1.633;0
31;1.642;0
32;1.651;0
33;1.659;0
34;1.668;0
35;1.676;0
36;1.684;0
37;1.692;0
38;1.700;0
39;1.708;0
40;1.716;0
41;1.724;0
42;1.731;0
43;1.739;0
44;1.746;0
45;1.754;0
46;1.761;0
47;1.768;0
48;1.775;0
49;1.782;0
50;1.789;0
51;1.796;0
52;1.802;0
53;1.809;0
54;1.816;0
55;1.823;0
56;1.830;0
57;1.836;0
58;1.843;0
59;1.850;0
60;1.857;0
61;1.863;0
62;1.870;0
63;1.876;0
64;1.882;0
65;1.889;0
66;1.895;0
67;1.901;0
68;1.906;0
69;1.910;0
70;1.915;0
71;1.919;0
72;1.923;0
73;1.927;0
74;1.931;0
75;1.935;0
76;1.938;0
77;1.940;0
78;1.942;0
79;1.944;0
80;1.946;0
81;1.948;0
82;1.951;0
83;1.953;0
84;1.956;0
85;1.958;0
86;1.961;0
87;1.962;0
88;1.964;0
89;1.965;0
90;1.967;0
91;1.968;0
92;1.969;0
93;1.970;0
94;1.971;0
95;1.973;0
96;1.974;0
97;1.975;0
98;1.976;0
99;1.976;0
100;1.976;0
101;1.977;0
102;1.978;0
103;1.979;0
104;1.980;0
105;1.981;0
106;1.983;0
107;1.984;0
108;1.985;0
109;1.986;0
110;1.986;0
111;1.987;0
112;1.988;0
113;1.989;0
114;1.990;0
115;1.990;0
116;1.990;0
117;1.990;0
118;1.990;0
119;1.989;0
120;1.988;0
121;1.987;0
122;1.986;0
123;1.984;0
124;1.983;0
125;1.981;0
126;1.979;0
127;1.976;0
128;1.974;0
129;1.971;0
130;1.968;0
131;1.965;0
132;1.962;0
133;1.959;0
134;1.955;0
135;1.951;0
136;1.947;0
137;1.943;0
138;1.939;0
139;1.934;0
140;1.930;0
141;1.925;0
142;1.921;0
143;1.916;0
144;1.911;0
145;1.906;0
146;1.901;0
147;1.896;0
148;1.891;0
149;1.885;0
150;1.881;0
151;1.877;0
152;1.873;0
153;1.870;0
154;1.866;0
155;1.862;0
156;1.858;0
157;1.854;0
158;1.850;0
159;1.846;0
160;1.842;0
161;1.838;0
162;1.834;0
163;1.831;0
164;1.827;0
165;1.822;0
166;1.817;0
167;1.813;0
168;1.809;0
169;1.805;0
170;1.802;0
171;1.798;0
172;1.794;0
173;1.791;0
174;1.787;0
175;1.783;0
176;1.778;0
177;1.773;0
178;1.769;0
179;1.766;0
180;1.762;0
181;1.758;0
182;1.753;0
183;1.748;0
184;1.744;0
185;1.739;0
186;1.734;0
187;1.730;0
188;1.726;0
189;1.722;11.6
190;1.718;11.6
191;1.714;11.6
